columna,movieId,title,genres
580,594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical
581,595,Beauty and the Beast (1991),Animation|Children's|Musical
582,596,Pinocchio (1940),Animation|Children's
583,597,Pretty Woman (1990),Comedy|Romance
584,598,Window to Paris (1994),Comedy
585,599,"Wild Bunch, The (1969)",Western
586,600,Love and a .45 (1994),Thriller
587,601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama
588,602,"Great Day in Harlem, A (1994)",Documentary
589,603,"Bye Bye, Love (1995)",Comedy
590,605,One Fine Day (1996),Drama|Romance
591,606,Candyman: Farewell to the Flesh (1995),Horror
592,607,Century (1993),Drama
593,608,Fargo (1996),Crime|Drama|Thriller
594,609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's
595,610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
596,611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
597,612,"Pallbearer, The (1996)",Comedy
598,613,Jane Eyre (1996),Drama|Romance
599,614,Loaded (1994),Drama|Thriller
600,615,Bread and Chocolate (Pane e cioccolata) (1973),Drama
601,616,"Aristocats, The (1970)",Animation|Children's
602,617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama
603,618,Two Much (1996),Comedy|Romance
604,619,Ed (1996),Comedy
605,621,My Favorite Season (1993),Drama
606,623,"Modern Affair, A (1995)",Romance
607,624,Condition Red (1995),Action|Drama|Thriller
608,626,"Thin Line Between Love and Hate, A (1996)",Comedy
609,627,"Last Supper, The (1995)",Drama|Thriller
610,628,Primal Fear (1996),Drama|Thriller
611,630,Carried Away (1996),Drama|Romance
612,631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical
613,632,Land and Freedom (Tierra y libertad) (1995),War
614,633,Denise Calls Up (1995),Comedy
615,634,Theodore Rex (1995),Comedy
616,635,"Family Thing, A (1996)",Comedy|Drama
617,637,Sgt. Bilko (1996),Comedy
618,638,Jack and Sarah (1995),Romance
619,639,Girl 6 (1996),Comedy
620,640,Diabolique (1996),Drama|Thriller
621,641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy
622,642,Roula (1995),Drama
623,643,Peanuts - Die Bank zahlt alles (1996),Comedy
624,644,Happy Weekend (1996),Comedy
625,645,Nelly & Monsieur Arnaud (1995),Drama
626,647,Courage Under Fire (1996),Drama|War
627,648,Mission: Impossible (1996),Action|Adventure|Mystery
628,649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama
629,650,Moll Flanders (1996),Drama
630,651,"Superweib, Das (1996)",Comedy
631,652,"301, 302 (1995)",Mystery
632,653,Dragonheart (1996),Action|Adventure|Fantasy
633,655,Mutters Courage (1995),Comedy
634,656,Eddie (1996),Comedy
635,657,Yankee Zulu (1994),Comedy|Drama
636,658,Billy's Holiday (1995),Drama
637,659,Purple Noon (1960),Crime|Thriller
638,660,August (1996),Drama
639,661,James and the Giant Peach (1996),Animation|Children's|Musical
640,662,Fear (1996),Thriller
641,663,Kids in the Hall: Brain Candy (1996),Comedy
642,664,Faithful (1996),Comedy
643,665,Underground (1995),War
644,666,All Things Fair (1996),Drama
645,667,Bloodsport 2 (1995),Action
646,668,Pather Panchali (1955),Drama
647,669,Aparajito (1956),Drama
648,670,"World of Apu, The (Apur Sansar) (1959)",Drama
649,671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
650,672,Tarantella (1995),Drama
651,673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy
652,674,Barbarella (1968),Adventure|Sci-Fi
653,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller
654,679,"Run of the Country, The (1995)",Drama
655,680,Alphaville (1965),Sci-Fi
656,681,Clean Slate (Coup de Torchon) (1981),Crime
657,682,Tigrero: A Film That Was Never Made (1994),Documentary|Drama
658,684,Windows (1980),Drama
659,685,It's My Party (1995),Drama
660,687,Country Life (1994),Drama|Romance
661,688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
662,690,"Promise, The (Versprechen, Das) (1994)",Romance
663,691,Mrs. Winterbourne (1996),Comedy|Romance
664,692,Solo (1996),Action|Sci-Fi|Thriller
665,694,"Substitute, The (1996)",Action
666,695,True Crime (1995),Mystery|Thriller
667,696,Butterfly Kiss (1995),Thriller
668,697,Feeling Minnesota (1996),Drama|Romance
669,698,Delta of Venus (1994),Drama
670,700,Angus (1995),Comedy
671,701,Daens (1992),Drama
672,702,Faces (1968),Drama
673,703,Boys (1996),Drama
674,704,"Quest, The (1996)",Action|Adventure
675,705,Cosi (1996),Comedy
676,706,Sunset Park (1996),Drama
677,707,Mulholland Falls (1996),Crime|Film-Noir|Thriller
678,708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
679,709,Oliver & Company (1988),Animation|Children's
680,710,Celtic Pride (1996),Comedy
681,711,Flipper (1996),Adventure|Children's
682,712,Captives (1994),Drama
683,714,Dead Man (1995),Western
684,715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama
685,716,Switchblade Sisters (1975),Crime
686,717,Mouth to Mouth (Boca a boca) (1995),Comedy
687,718,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi
688,719,Multiplicity (1996),Comedy
689,720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
690,722,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary
691,724,"Craft, The (1996)",Drama|Horror
692,725,"Great White Hype, The (1996)",Comedy
693,726,Last Dance (1996),Drama
694,728,Cold Comfort Farm (1995),Comedy
695,729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama
696,730,"Low Life, The (1994)",Drama
697,731,Heaven's Prisoners (1996),Mystery|Thriller
698,732,Original Gangstas (1996),Crime
699,733,"Rock, The (1996)",Action|Adventure|Thriller
700,734,Getting Away With Murder (1996),Comedy
701,735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror
702,736,Twister (1996),Action|Adventure|Romance|Thriller
703,737,Barb Wire (1996),Action|Sci-Fi
704,741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
705,742,Thinner (1996),Horror|Thriller
706,743,Spy Hard (1996),Comedy
707,744,Brothers in Trouble (1995),Drama
708,745,"Close Shave, A (1995)",Animation|Comedy|Thriller
709,746,Force of Evil (1948),Film-Noir
710,747,"Stupids, The (1996)",Comedy
711,748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
712,749,"Man from Down Under, The (1943)",Drama
713,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
714,751,Careful (1992),Comedy
715,753,"Month by the Lake, A (1995)",Comedy|Drama
716,754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's
717,755,Kim (1950),Children's|Drama
718,756,Carmen Miranda: Bananas Is My Business (1994),Documentary
719,757,Ashes of Time (1994),Drama
720,758,"Jar, The (Khomreh) (1992)",Drama
721,759,Maya Lin: A Strong Clear Vision (1994),Documentary
722,760,Stalingrad (1993),War
723,761,"Phantom, The (1996)",Adventure
724,762,Striptease (1996),Comedy|Crime
725,763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama
726,764,Heavy (1995),Drama|Romance
727,765,Jack (1996),Comedy|Drama
728,766,I Shot Andy Warhol (1996),Drama
729,767,"Grass Harp, The (1995)",Drama
730,769,Marlene Dietrich: Shadow and Light (1996),Documentary
731,771,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama
732,774,Wend Kuuni (God's Gift) (1982),Drama
733,775,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror
734,776,Babyfever (1994),Comedy|Drama
735,778,Trainspotting (1996),Drama
736,779,'Til There Was You (1997),Drama|Romance
737,780,Independence Day (ID4) (1996),Action|Sci-Fi|War
738,781,Stealing Beauty (1996),Drama
739,782,"Fan, The (1996)",Thriller
740,783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical
741,784,"Cable Guy, The (1996)",Comedy
742,785,Kingpin (1996),Comedy
743,786,Eraser (1996),Action|Thriller
744,787,"Gate of Heavenly Peace, The (1995)",Documentary
745,788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
746,789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama
747,790,An Unforgettable Summer (1994),Drama
748,791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary
749,792,"Hungarian Fairy Tale, A (1987)",Fantasy
750,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama
751,796,"Very Natural Thing, A (1974)",Drama
752,798,Daylight (1996),Action|Adventure|Thriller
753,799,"Frighteners, The (1996)",Comedy|Horror
754,800,Lone Star (1996),Drama|Mystery
755,801,Harriet the Spy (1996),Children's|Comedy
756,802,Phenomenon (1996),Drama|Romance
757,803,Walking and Talking (1996),Romance
758,804,She's the One (1996),Comedy|Romance
759,805,"Time to Kill, A (1996)",Drama
760,806,American Buffalo (1996),Drama
761,807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance
762,808,Alaska (1996),Adventure|Children's
763,809,Fled (1996),Action|Adventure
764,810,Kazaam (1996),Children's|Comedy|Fantasy
765,811,"Bewegte Mann, Der (1994)",Comedy
766,813,Larger Than Life (1996),Comedy
767,814,"Boy Called Hate, A (1995)",Drama
768,815,Power 98 (1995),Action|Mystery|Thriller
769,818,"Very Brady Sequel, A (1996)",Comedy
770,820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama
771,821,"Crude Oasis, The (1995)",Romance
772,823,"Collectionneuse, La (1967)",Drama
773,824,Kaspar Hauser (1993),Drama
774,826,Diebinnen (1995),Drama
775,827,"Convent, The (Convento, O) (1995)",Drama
776,828,"Adventures of Pinocchio, The (1996)",Adventure|Children's
777,829,Joe's Apartment (1996),Comedy|Musical
778,830,"First Wives Club, The (1996)",Comedy
779,831,Stonewall (1995),Drama
780,832,Ransom (1996),Drama|Thriller
781,833,High School High (1996),Comedy
782,834,Phat Beach (1996),Comedy
783,835,Foxfire (1996),Drama
784,836,Chain Reaction (1996),Action|Adventure|Thriller
785,837,Matilda (1996),Children's|Comedy
786,838,Emma (1996),Comedy|Drama|Romance
787,839,"Crow: City of Angels, The (1996)",Action|Thriller
788,840,House Arrest (1996),Comedy
789,841,Eyes Without a Face (1959),Horror
790,842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror
791,843,Lotto Land (1995),Drama
792,844,"Story of Xinghua, The (1993)",Drama
793,846,Flirt (1995),Drama
794,847,"Big Squeeze, The (1996)",Comedy|Drama
795,848,"Spitfire Grill, The (1996)",Drama
796,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
797,850,Cyclo (1995),Crime|Drama
798,851,Basquiat (1996),Drama
799,852,Tin Cup (1996),Comedy|Romance
800,853,Dingo (1992),Drama
801,854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama
802,858,"Godfather, The (1972)",Action|Crime|Drama
803,859,"Hippie Revolution, The (1996)",Documentary
804,860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
805,861,Supercop (1992),Action|Thriller
806,862,Manny & Lo (1996),Drama
807,863,Celestial Clockwork (1994),Comedy
808,864,"Wife, The (1995)",Comedy|Drama
809,865,Small Faces (1995),Drama
810,866,Bound (1996),Crime|Drama|Romance|Thriller
811,867,Carpool (1996),Comedy|Crime
812,868,Death in Brunswick (1991),Comedy
813,869,Kansas City (1996),Crime
814,870,Gone Fishin' (1997),Comedy
815,872,Aiqing wansui (1994),Drama
816,874,Killer: A Journal of Murder (1995),Crime|Drama
817,875,Nothing to Lose (1994),Drama
818,876,Police Story 4: Project S (Chao ji ji hua) (1993),Action
819,877,Girls Town (1996),Drama
820,878,Bye-Bye (1995),Drama
821,879,"Relic, The (1997)",Horror
822,880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
823,881,First Kid (1996),Children's|Comedy
824,882,"Trigger Effect, The (1996)",Drama|Thriller
825,884,Sweet Nothing (1995),Drama
826,885,Bogus (1996),Children's|Drama|Fantasy
827,886,Bulletproof (1996),Action
828,887,Talk of Angels (1998),Drama
829,888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's
830,889,1-900 (1994),Romance
831,891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
832,892,Twelfth Night (1996),Comedy|Drama|Romance
833,893,Mother Night (1996),Drama
834,895,Venice/Venice (1992),Drama
835,896,Wild Reeds (1994),Drama
836,897,For Whom the Bell Tolls (1943),Adventure|War
837,898,"Philadelphia Story, The (1940)",Comedy|Romance
838,899,Singin' in the Rain (1952),Musical|Romance
839,900,"American in Paris, An (1951)",Musical|Romance
840,901,Funny Face (1957),Comedy|Musical
841,902,Breakfast at Tiffany's (1961),Drama|Romance
842,903,Vertigo (1958),Mystery|Thriller
843,904,Rear Window (1954),Mystery|Thriller
844,905,It Happened One Night (1934),Comedy
845,906,Gaslight (1944),Mystery|Thriller
846,907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
847,908,North by Northwest (1959),Drama|Thriller
848,909,"Apartment, The (1960)",Comedy|Drama
849,910,Some Like It Hot (1959),Comedy|Crime
850,911,Charade (1963),Comedy|Mystery|Romance|Thriller
851,912,Casablanca (1942),Drama|Romance|War
852,913,"Maltese Falcon, The (1941)",Film-Noir|Mystery
853,914,My Fair Lady (1964),Musical|Romance
854,915,Sabrina (1954),Comedy|Romance
855,916,Roman Holiday (1953),Comedy|Romance
856,917,"Little Princess, The (1939)",Children's|Drama
857,918,Meet Me in St. Louis (1944),Musical
858,919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
859,920,Gone with the Wind (1939),Drama|Romance|War
860,921,My Favorite Year (1982),Comedy
861,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
862,923,Citizen Kane (1941),Drama
863,924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
864,925,Golden Earrings (1947),Adventure|Romance
865,926,All About Eve (1950),Drama
866,927,"Women, The (1939)",Comedy
867,928,Rebecca (1940),Romance|Thriller
868,929,Foreign Correspondent (1940),Thriller
869,930,Notorious (1946),Film-Noir|Romance|Thriller
870,931,Spellbound (1945),Mystery|Romance|Thriller
871,932,"Affair to Remember, An (1957)",Romance
872,933,To Catch a Thief (1955),Comedy|Romance|Thriller
873,934,Father of the Bride (1950),Comedy
874,935,"Band Wagon, The (1953)",Comedy|Musical
875,936,Ninotchka (1939),Comedy|Romance
876,937,Love in the Afternoon (1957),Comedy|Romance
877,938,Gigi (1958),Musical
878,939,"Reluctant Debutante, The (1958)",Comedy|Drama
879,940,"Adventures of Robin Hood, The (1938)",Action|Adventure
880,941,"Mark of Zorro, The (1940)",Adventure
881,942,Laura (1944),Crime|Film-Noir|Mystery
882,943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance
883,944,Lost Horizon (1937),Drama
884,945,Top Hat (1935),Comedy|Musical|Romance
885,946,To Be or Not to Be (1942),Comedy|Drama|War
886,947,My Man Godfrey (1936),Comedy
887,948,Giant (1956),Drama
888,949,East of Eden (1955),Drama
889,950,"Thin Man, The (1934)",Mystery
890,951,His Girl Friday (1940),Comedy
891,952,Around the World in 80 Days (1956),Adventure|Comedy
892,953,It's a Wonderful Life (1946),Drama
893,954,Mr. Smith Goes to Washington (1939),Drama
894,955,Bringing Up Baby (1938),Comedy
895,956,Penny Serenade (1941),Drama|Romance
896,957,"Scarlet Letter, The (1926)",Drama
897,958,Lady of Burlesque (1943),Comedy|Mystery
898,959,Of Human Bondage (1934),Drama
899,960,Angel on My Shoulder (1946),Crime|Drama
900,961,Little Lord Fauntleroy (1936),Drama
901,962,They Made Me a Criminal (1939),Crime|Drama
902,963,"Inspector General, The (1949)",Musical
903,964,Angel and the Badman (1947),Western
904,965,"39 Steps, The (1935)",Thriller
905,966,"Walk in the Sun, A (1945)",Drama
906,967,"Outlaw, The (1943)",Western
907,968,Night of the Living Dead (1968),Horror|Sci-Fi
908,969,"African Queen, The (1951)",Action|Adventure|Romance|War
909,970,Beat the Devil (1954),Comedy|Drama
910,971,Cat on a Hot Tin Roof (1958),Drama
911,972,"Last Time I Saw Paris, The (1954)",Drama
912,973,Meet John Doe (1941),Drama
913,974,Algiers (1938),Drama|Romance
914,975,Something to Sing About (1937),Comedy|Musical
915,976,"Farewell to Arms, A (1932)",Romance|War
916,977,Moonlight Murder (1936),Mystery
917,978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
918,980,In the Line of Duty 2 (1987),Action
919,981,Dangerous Ground (1997),Drama
920,982,Picnic (1955),Drama
921,984,"Pompatus of Love, The (1996)",Comedy|Drama
922,985,Small Wonders (1996),Documentary
923,986,Fly Away Home (1996),Adventure|Children's
924,987,Bliss (1997),Drama|Romance
925,988,Grace of My Heart (1996),Comedy|Drama
926,989,Schlafes Bruder (Brother of Sleep) (1995),Drama
927,990,Maximum Risk (1996),Action|Adventure|Thriller
928,991,Michael Collins (1996),Drama|War
929,992,"Rich Man's Wife, The (1996)",Thriller
930,993,Infinity (1996),Drama
931,994,Big Night (1996),Drama
932,996,Last Man Standing (1996),Action|Drama|Western
933,997,Caught (1996),Drama|Thriller
934,998,Set It Off (1996),Action|Crime
935,999,2 Days in the Valley (1996),Crime
936,1000,Curdled (1996),Crime
937,1002,Ed's Next Move (1996),Comedy
938,1003,Extreme Measures (1996),Drama|Thriller
939,1004,"Glimmer Man, The (1996)",Action|Thriller
940,1005,D3: The Mighty Ducks (1996),Children's|Comedy
941,1006,"Chamber, The (1996)",Drama
942,1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western
943,1008,"Davy Crockett, King of the Wild Frontier (1955)",Western
944,1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
945,1010,"Love Bug, The (1969)",Children's|Comedy
946,1011,Herbie Rides Again (1974),Adventure|Children's|Comedy
947,1012,Old Yeller (1957),Children's|Drama
948,1013,"Parent Trap, The (1961)",Children's|Drama
949,1014,Pollyanna (1960),Children's|Comedy|Drama
950,1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
951,1016,"Shaggy Dog, The (1959)",Children's|Comedy
952,1017,Swiss Family Robinson (1960),Adventure|Children's
953,1018,That Darn Cat! (1965),Children's|Comedy|Mystery
954,1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
955,1020,Cool Runnings (1993),Comedy
956,1021,Angels in the Outfield (1994),Children's|Comedy
957,1022,Cinderella (1950),Animation|Children's|Musical
958,1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
959,1024,"Three Caballeros, The (1945)",Animation|Children's|Musical
960,1025,"Sword in the Stone, The (1963)",Animation|Children's
961,1026,So Dear to My Heart (1949),Children's|Drama
962,1027,Robin Hood: Prince of Thieves (1991),Drama
963,1028,Mary Poppins (1964),Children's|Comedy|Musical
964,1029,Dumbo (1941),Animation|Children's|Musical
965,1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
966,1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
967,1032,Alice in Wonderland (1951),Animation|Children's|Musical
968,1033,"Fox and the Hound, The (1981)",Animation|Children's
969,1034,Freeway (1996),Crime
970,1035,"Sound of Music, The (1965)",Musical
971,1036,Die Hard (1988),Action|Thriller
972,1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
973,1038,Unhook the Stars (1996),Drama
974,1039,Synthetic Pleasures (1995),Documentary
975,1040,"Secret Agent, The (1996)",Drama
976,1041,Secrets & Lies (1996),Drama
977,1042,That Thing You Do! (1996),Comedy
978,1043,To Gillian on Her 37th Birthday (1996),Drama|Romance
979,1044,Surviving Picasso (1996),Drama
980,1046,Beautiful Thing (1996),Drama|Romance
981,1047,"Long Kiss Goodnight, The (1996)",Action|Thriller
982,1049,"Ghost and the Darkness, The (1996)",Action|Adventure
983,1050,Looking for Richard (1996),Documentary|Drama
984,1051,Trees Lounge (1996),Drama
985,1053,Normal Life (1996),Crime|Drama
986,1054,Get on the Bus (1996),Drama
987,1055,Shadow Conspiracy (1997),Thriller
988,1056,Jude (1996),Drama
989,1057,Everyone Says I Love You (1996),Comedy|Musical|Romance
990,1058,Bitter Sugar (Azucar Amargo) (1996),Drama
991,1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance
992,1060,Swingers (1996),Comedy|Drama
993,1061,Sleepers (1996),Crime|Drama
994,1062,"Sunchaser, The (1996)",Drama
995,1063,Johns (1996),Drama
996,1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
997,1066,Shall We Dance? (1937),Comedy|Musical|Romance
998,1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
999,1068,Crossfire (1947),Crime|Film-Noir
1000,1069,"Murder, My Sweet (1944)",Film-Noir|Thriller
1001,1070,Macao (1952),Adventure
1002,1071,For the Moment (1994),Romance|War
1003,1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
1004,1076,"Innocents, The (1961)",Thriller
1005,1077,Sleeper (1973),Comedy|Sci-Fi
1006,1078,Bananas (1971),Comedy|War
1007,1079,"Fish Called Wanda, A (1988)",Comedy
1008,1080,Monty Python's Life of Brian (1979),Comedy
1009,1081,Victor/Victoria (1982),Comedy|Musical
1010,1082,"Candidate, The (1972)",Drama
1011,1083,"Great Race, The (1965)",Comedy|Musical
1012,1084,Bonnie and Clyde (1967),Crime|Drama
1013,1085,"Old Man and the Sea, The (1958)",Adventure|Drama
1014,1086,Dial M for Murder (1954),Mystery|Thriller
1015,1087,Madame Butterfly (1995),Musical
1016,1088,Dirty Dancing (1987),Musical|Romance
1017,1089,Reservoir Dogs (1992),Crime|Thriller
1018,1090,Platoon (1986),Drama|War
1019,1091,Weekend at Bernie's (1989),Comedy
1020,1092,Basic Instinct (1992),Mystery|Thriller
1021,1093,"Doors, The (1991)",Drama|Musical
1022,1094,"Crying Game, The (1992)",Drama|Romance|War
1023,1095,Glengarry Glen Ross (1992),Drama
1024,1096,Sophie's Choice (1982),Drama
1025,1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
1026,1098,"Search for One-eye Jimmy, The (1996)",Comedy
1027,1099,"Christmas Carol, A (1938)",Drama
1028,1100,Days of Thunder (1990),Action|Romance
1029,1101,Top Gun (1986),Action|Romance
1030,1102,American Strays (1996),Action
1031,1103,Rebel Without a Cause (1955),Drama
1032,1104,"Streetcar Named Desire, A (1951)",Drama
1033,1105,Children of the Corn IV: The Gathering (1996),Horror
1034,1107,Loser (1991),Comedy
1035,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1036,1112,Palookaville (1996),Action|Drama
1037,1113,"Associate, The (1996)",Comedy
1038,1114,"Funeral, The (1996)",Drama
1039,1115,Sleepover (1995),Comedy|Drama
1040,1116,"Single Girl, A (La Fille Seule) (1995)",Drama
1041,1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama
1042,1118,Tashunga (1995),Adventure|Western
1043,1119,Drunks (1997),Drama
1044,1120,"People vs. Larry Flynt, The (1996)",Drama
1045,1121,Glory Daze (1996),Drama
1046,1123,"Perfect Candidate, A (1996)",Documentary
1047,1124,On Golden Pond (1981),Drama
1048,1125,"Return of the Pink Panther, The (1974)",Comedy
1049,1126,Drop Dead Fred (1991),Comedy|Fantasy
1050,1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1051,1128,"Fog, The (1980)",Horror
1052,1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1053,1130,"Howling, The (1980)",Horror
1054,1131,Jean de Florette (1986),Drama
1055,1132,Manon of the Spring (Manon des sources) (1986),Drama
1056,1133,Talking About Sex (1994),Comedy|Drama
1057,1134,Johnny 100 Pesos (1993),Action|Drama
1058,1135,Private Benjamin (1980),Comedy
1059,1136,Monty Python and the Holy Grail (1974),Comedy
1060,1138,Dadetown (1995),Documentary
1061,1139,Everything Relative (1996),Drama
1062,1142,Get Over It (1996),Drama
1063,1144,"Line King: Al Hirschfeld, The (1996)",Documentary
1064,1145,Snowriders (1996),Documentary
1065,1147,When We Were Kings (1996),Documentary
1066,1148,"Wrong Trousers, The (1993)",Animation|Comedy
1067,1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama
1068,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1069,1151,Faust (1994),Animation|Comedy|Thriller
1070,1152,He Walked by Night (1948),Crime|Film-Noir|Thriller
1071,1153,Raw Deal (1948),Film-Noir
1072,1154,T-Men (1947),Film-Noir
1073,1160,Six of a Kind (1934),Comedy
1074,1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
1075,1162,"Ruling Class, The (1972)",Comedy
1076,1163,Mina Tannenbaum (1994),Drama
1077,1164,Two or Three Things I Know About Her (1966),Drama
1078,1165,"Bloody Child, The (1996)",Drama|Thriller
1079,1167,Dear God (1996),Comedy
1080,1168,Bad Moon (1996),Horror
1081,1169,American Dream (1990),Documentary
1082,1170,Best of the Best 3: No Turning Back (1995),Action
1083,1171,Bob Roberts (1992),Comedy
1084,1172,Cinema Paradiso (1988),Comedy|Drama|Romance
1085,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
1086,1174,Grosse Fatigue (1994),Comedy
1087,1175,Delicatessen (1991),Comedy|Sci-Fi
1088,1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama
1089,1177,Enchanted April (1991),Drama
1090,1178,Paths of Glory (1957),Drama|War
1091,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
1092,1180,Hear My Song (1991),Comedy
1093,1181,"Shooter, The (1995)",Action
1094,1183,"English Patient, The (1996)",Drama|Romance|War
1095,1184,Mediterraneo (1991),Comedy|War
1096,1185,My Left Foot (1989),Drama
1097,1186,"Sex, Lies, and Videotape (1989)",Drama
1098,1187,Passion Fish (1992),Drama
1099,1188,Strictly Ballroom (1992),Comedy|Romance
1100,1189,"Thin Blue Line, The (1988)",Documentary
1101,1190,Tie Me Up! Tie Me Down! (1990),Drama
1102,1191,Madonna: Truth or Dare (1991),Documentary
1103,1192,Paris Is Burning (1990),Documentary
1104,1193,One Flew Over the Cuckoo's Nest (1975),Drama
1105,1194,Up in Smoke (1978),Comedy
1106,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
1107,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
1108,1198,Raiders of the Lost Ark (1981),Action|Adventure
1109,1199,Brazil (1985),Sci-Fi
1110,1200,Aliens (1986),Action|Sci-Fi|Thriller|War
1111,1201,"Good, The Bad and The Ugly, The (1966)",Action|Western
1112,1202,Withnail and I (1987),Comedy
1113,1203,12 Angry Men (1957),Drama
1114,1204,Lawrence of Arabia (1962),Adventure|War
1115,1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
1116,1206,"Clockwork Orange, A (1971)",Sci-Fi
1117,1207,To Kill a Mockingbird (1962),Drama
1118,1208,Apocalypse Now (1979),Drama|War
1119,1209,Once Upon a Time in the West (1969),Western
1120,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1121,1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance
1122,1212,"Third Man, The (1949)",Mystery|Thriller
1123,1213,GoodFellas (1990),Crime|Drama
1124,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller
1125,1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
1126,1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
1127,1217,Ran (1985),Drama|War
1128,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
